Entrance_Latitude,Entrance_Longitude,entrance_georeference
40.8986955,-73.8542528,POINT (-73.8542528 40.8986955)
40.893622,-73.8574101,POINT (-73.8574101 40.893622)
40.8935457,-73.8571661,POINT (-73.8571661 40.8935457)
40.8935662,-73.8575093,POINT (-73.8575093 40.8935662)
40.8880179,-73.8605127,POINT (-73.8605127 40.8880179)
40.8876117,-73.8604534,POINT (-73.8604534 40.8876117)
40.8837982,-73.8628369,POINT (-73.8628369 40.8837982)
40.8833889,-73.8627848,POINT (-73.8627848 40.8833889)
40.8776387,-73.8665215,POINT (-73.8665215 40.8776387)
40.8775614,-73.8663578,POINT (-73.8663578 40.8775614)
40.877582,-73.8664642,POINT (-73.8664642 40.877582)
40.871631,-73.867283,POINT (-73.867283 40.871631)
40.8712596,-73.8670431,POINT (-73.8670431 40.8712596)
40.865605,-73.867476,POINT (-73.867476 40.865605)
40.865257,-73.867246,POINT (-73.867246 40.865257)
40.8564295,-73.8677451,POINT (-73.8677451 40.8564295)
40.8580461,-73.867718,POINT (-73.867718 40.8580461)
40.8563411,-73.867529,POINT (-73.867529 40.8563411)
40.8580412,-73.8674743,POINT (-73.8674743 40.8580412)
40.856516,-73.8677431,POINT (-73.8677431 40.856516)
40.8487261,-73.8684392,POINT (-73.8684392 40.8487261)
40.8492266,-73.8683337,POINT (-73.8683337 40.8492266)
40.8492082,-73.8681704,POINT (-73.8681704 40.8492082)
40.841223,-73.873499,POINT (-73.873499 40.841223)
40.841453,-73.872892,POINT (-73.872892 40.841453)
40.8404556,-73.8800035,POINT (-73.8800035 40.8404556)
40.840368,-73.879856,POINT (-73.879856 40.840368)
40.840815,-73.879623,POINT (-73.879623 40.840815)
40.8406728,-73.8795642,POINT (-73.8795642 40.8406728)
40.841139,-73.8793394,POINT (-73.8793394 40.841139)
40.8373453,-73.88803,POINT (-73.88803 40.8373453)
40.8376246,-73.8877428,POINT (-73.8877428 40.8376246)
40.8372796,-73.8875735,POINT (-73.8875735 40.8372796)
40.8373085,-73.8872552,POINT (-73.8872552 40.8373085)
40.8304069,-73.8920048,POINT (-73.8920048 40.8304069)
40.8299244,-73.8920048,POINT (-73.8920048 40.8299244)
40.8301037,-73.8914669,POINT (-73.8914669 40.8301037)
40.8302086,-73.8914569,POINT (-73.8914569 40.8302086)
40.823884,-73.893197,POINT (-73.893197 40.823884)
40.8241713,-73.8931328,POINT (-73.8931328 40.8241713)
40.8244006,-73.8928917,POINT (-73.8928917 40.8244006)
40.8241451,-73.8927472,POINT (-73.8927472 40.8241451)
40.8244036,-73.8926788,POINT (-73.8926788 40.8244036)
40.8238968,-73.8930097,POINT (-73.8930097 40.8238968)
40.8224646,-73.8967402,POINT (-73.8967402 40.8224646)
40.822095,-73.896681,POINT (-73.896681 40.822095)
40.8224386,-73.8965301,POINT (-73.8965301 40.8224386)
40.8196139,-73.9019949,POINT (-73.9019949 40.8196139)
40.8193787,-73.9019781,POINT (-73.9019781 40.8193787)
40.819887,-73.901666,POINT (-73.901666 40.819887)
40.8195886,-73.9015009,POINT (-73.9015009 40.8195886)
40.819678,-73.9014071,POINT (-73.9014071 40.819678)
40.8162481,-73.9079543,POINT (-73.9079543 40.8162481)
40.816589,-73.907893,POINT (-73.907893 40.816589)
40.816349,-73.907836,POINT (-73.907836 40.816349)
40.816873,-73.907379,POINT (-73.907379 40.816873)
40.816033,-73.918064,POINT (-73.918064 40.816033)
40.815971,-73.917983,POINT (-73.917983 40.815971)
40.8162647,-73.9179365,POINT (-73.9179365 40.8162647)
40.8162729,-73.9177931,POINT (-73.9177931 40.8162729)
40.8158576,-73.9177644,POINT (-73.9177644 40.8158576)
40.816315,-73.917543,POINT (-73.917543 40.816315)
40.815881,-73.917522,POINT (-73.917522 40.815881)
40.8162711,-73.917456,POINT (-73.917456 40.8162711)
40.8240843,-73.936986,POINT (-73.936986 40.8240843)
40.820343,-73.936508,POINT (-73.936508 40.820343)
40.8206788,-73.936268,POINT (-73.936268 40.8206788)
40.820161,-73.936253,POINT (-73.936253 40.820161)
40.820602,-73.935933,POINT (-73.935933 40.820602)
40.8140321,-73.9411204,POINT (-73.9411204 40.8140321)
40.814316,-73.94091,POINT (-73.94091 40.814316)
40.8139129,-73.9408289,POINT (-73.9408289 40.8139129)
40.8142863,-73.94056,POINT (-73.94056 40.8142863)
40.8139935,-73.9411593,POINT (-73.9411593 40.8139935)
40.8141678,-73.9406402,POINT (-73.9406402 40.8141678)
40.8076973,-73.9457523,POINT (-73.9457523 40.8076973)
40.8079975,-73.94553,POINT (-73.94553 40.8079975)
40.8075694,-73.9454604,POINT (-73.9454604 40.8075694)
40.8078903,-73.9452282,POINT (-73.9452282 40.8078903)
40.801945,-73.949943,POINT (-73.949943 40.801945)
40.8022341,-73.9497353,POINT (-73.9497353 40.8022341)
40.8018347,-73.9496507,POINT (-73.9496507 40.8018347)
40.8021201,-73.9494404,POINT (-73.9494404 40.8021201)
40.7985092,-73.9526653,POINT (-73.9526653 40.7985092)
40.7990355,-73.952064,POINT (-73.952064 40.7990355)
40.8042618,-73.9376559,POINT (-73.9376559 40.8042618)
40.8041772,-73.9374408,POINT (-73.9374408 40.8041772)
40.8046136,-73.9374016,POINT (-73.9374016 40.8046136)
40.8044243,-73.9372301,POINT (-73.9372301 40.8044243)
40.8045377,-73.9371809,POINT (-73.9371809 40.8045377)
40.7984748,-73.9418872,POINT (-73.9418872 40.7984748)
40.798417,-73.9416508,POINT (-73.9416508 40.798417)
40.7988534,-73.9416082,POINT (-73.9416082 40.7988534)
40.7987512,-73.9414039,POINT (-73.9414039 40.7987512)
40.7948147,-73.9446136,POINT (-73.9446136 40.7948147)
40.7949376,-73.9445008,POINT (-73.9445008 40.7949376)
40.794699,-73.9443307,POINT (-73.9443307 40.794699)
40.7948241,-73.9442436,POINT (-73.9442436 40.7948241)
40.7902953,-73.9478574,POINT (-73.9478574 40.7902953)
40.7902061,-73.9476498,POINT (-73.9476498 40.7902061)
40.7858743,-73.9512769,POINT (-73.9512769 40.7858743)
40.786073,-73.9510616,POINT (-73.9510616 40.786073)
40.7856482,-73.950932,POINT (-73.950932 40.7856482)
40.7859144,-73.9506924,POINT (-73.9506924 40.7859144)
40.7795043,-73.9559174,POINT (-73.9559174 40.7795043)
40.779753,-73.9557985,POINT (-73.9557985 40.779753)
40.7794474,-73.9557947,POINT (-73.9557947 40.7794474)
40.7797358,-73.9555878,POINT (-73.9555878 40.7797358)
40.7793464,-73.9555549,POINT (-73.9555549 40.7793464)
40.7792892,-73.9554214,POINT (-73.9554214 40.7792892)
40.7796814,-73.9553101,POINT (-73.9553101 40.7796814)
40.7794665,-73.9552146,POINT (-73.9552146 40.7794665)
40.7795098,-73.9553242,POINT (-73.9553242 40.7795098)
40.77371,-73.9602094,POINT (-73.9602094 40.77371)
40.7738339,-73.9601428,POINT (-73.9601428 40.7738339)
40.7736406,-73.9600418,POINT (-73.9600418 40.7736406)
40.7737663,-73.9599436,POINT (-73.9599436 40.7737663)
40.7735331,-73.9597876,POINT (-73.9597876 40.7735331)
40.7736662,-73.9596955,POINT (-73.9596955 40.7736662)
40.7734786,-73.959652,POINT (-73.959652 40.7734786)
40.7736059,-73.9595618,POINT (-73.9595618 40.7736059)
40.7678158,-73.9643754,POINT (-73.9643754 40.7678158)
40.76794,-73.96429,POINT (-73.96429 40.76794)
40.7679892,-73.9641725,POINT (-73.9641725 40.7679892)
40.7676379,-73.9639659,POINT (-73.9639659 40.7676379)
40.767882,-73.9639184,POINT (-73.9639184 40.767882)
40.7680987,-73.96375124,POINT (-73.96375124 40.7680987)
40.7622955,-73.9685447,POINT (-73.9685447 40.7622955)
40.7624269,-73.9683854,POINT (-73.9683854 40.7624269)
40.7620725,-73.9680276,POINT (-73.9680276 40.7620725)
40.7628443,-73.9679602,POINT (-73.9679602 40.7628443)
40.762986,-73.96785,POINT (-73.96785 40.762986)
40.7628574,-73.967572,POINT (-73.967572 40.7628574)
40.7626138,-73.9673808,POINT (-73.9673808 40.7626138)
40.7626591,-73.9675803,POINT (-73.9675803 40.7626591)
40.7567229,-73.972565,POINT (-73.972565 40.7567229)
40.75719,-73.972241,POINT (-73.972241 40.75719)
40.7573205,-73.9721689,POINT (-73.9721689 40.7573205)
40.7571466,-73.9721359,POINT (-73.9721359 40.7571466)
40.7573075,-73.9719443,POINT (-73.9719443 40.7573075)
40.7570081,-73.9718206,POINT (-73.9718206 40.7570081)
40.7571387,-73.9717335,POINT (-73.9717335 40.7571387)
40.7569558,-73.9716892,POINT (-73.9716892 40.7569558)
40.7570533,-73.971523,POINT (-73.971523 40.7570533)
40.7568024,-73.9724813,POINT (-73.9724813 40.7568024)
40.756711,-73.972445,POINT (-73.972445 40.756711)
40.751653,-73.977753,POINT (-73.977753 40.751653)
40.7517166,-73.9777087,POINT (-73.9777087 40.7517166)
40.7516684,-73.977068,POINT (-73.977068 40.7516684)
40.7512862,-73.9765449,POINT (-73.9765449 40.7512862)
40.7517049,-73.9760214,POINT (-73.9760214 40.7517049)
40.7513391,-73.975424,POINT (-73.975424 40.7513391)
40.7518876,-73.9752306,POINT (-73.9752306 40.7518876)
40.7512898,-73.9759395,POINT (-73.9759395 40.7512898)
40.7512246,-73.9757784,POINT (-73.9757784 40.7512246)
40.7520484,-73.9768899,POINT (-73.9768899 40.7520484)
40.7521266,-73.9771513,POINT (-73.9771513 40.7521266)
40.7521005,-73.976152,POINT (-73.976152 40.7521005)
40.7516405,-73.9772034,POINT (-73.9772034 40.7516405)
40.7458701,-73.9826382,POINT (-73.9826382 40.7458701)
40.7457096,-73.982544,POINT (-73.982544 40.7457096)
40.7455956,-73.9822425,POINT (-73.9822425 40.7455956)
40.7465019,-73.9822146,POINT (-73.9822146 40.7465019)
40.7456432,-73.982089,POINT (-73.982089 40.7456432)
40.7466574,-73.9818752,POINT (-73.9818752 40.7466574)
40.746256,-73.9816418,POINT (-73.9816418 40.746256)
40.7465891,-73.9815176,POINT (-73.9815176 40.7465891)
40.7462031,-73.9815063,POINT (-73.9815063 40.7462031)
40.7433326,-73.9843798,POINT (-73.9843798 40.7433326)
40.7435435,-73.9843465,POINT (-73.9843465 40.7435435)
40.7432107,-73.9839527,POINT (-73.9839527 40.7432107)
40.7433134,-73.9838806,POINT (-73.9838806 40.7433134)
40.743153,-73.9838174,POINT (-73.9838174 40.743153)
40.743257,-73.983738,POINT (-73.983738 40.743257)
40.7425051,-73.9851163,POINT (-73.9851163 40.7425051)
40.7425871,-73.985057,POINT (-73.985057 40.7425871)
40.739497,-73.9871065,POINT (-73.9871065 40.739497)
40.7397029,-73.9870722,POINT (-73.9870722 40.7397029)
40.7402572,-73.9867682,POINT (-73.9867682 40.7402572)
40.7400353,-73.9866692,POINT (-73.9866692 40.7400353)
40.7404209,-73.9865423,POINT (-73.9865423 40.7404209)
40.7394821,-73.9865417,POINT (-73.9865417 40.7394821)
40.7399784,-73.9863362,POINT (-73.9863362 40.7399784)
40.7399737,-73.9861913,POINT (-73.9861913 40.7399737)
40.7401236,-73.9859708,POINT (-73.9859708 40.7401236)
40.7401896,-73.9860916,POINT (-73.9860916 40.7401896)
40.7403755,-73.986545,POINT (-73.986545 40.7403755)
40.7393572,-73.9867884,POINT (-73.9867884 40.7393572)
40.740447,-73.9864514,POINT (-73.9864514 40.740447)
40.7345416,-73.9903207,POINT (-73.9903207 40.7345416)
40.7344735,-73.9901619,POINT (-73.9901619 40.7344735)
40.7351896,-73.9897744,POINT (-73.9897744 40.7351896)
40.7342562,-73.9896953,POINT (-73.9896953 40.7342562)
40.7342034,-73.9895337,POINT (-73.9895337 40.7342034)
40.7344166,-73.9894647,POINT (-73.9894647 40.7344166)
40.7300186,-73.9914524,POINT (-73.9914524 40.7300186)
40.7301227,-73.990823,POINT (-73.990823 40.7301227)
40.7249151,-73.9952877,POINT (-73.9952877 40.7249151)
40.725195,-73.9948982,POINT (-73.9948982 40.725195)
40.7259506,-73.9948122,POINT (-73.9948122 40.7259506)
40.726046,-73.9947451,POINT (-73.9947451 40.726046)
40.7257192,-73.9945921,POINT (-73.9945921 40.7257192)
40.7257567,-73.9943374,POINT (-73.9943374 40.7257567)
40.7258499,-73.9942979,POINT (-73.9942979 40.7258499)
40.722408,-73.9974768,POINT (-73.9974768 40.722408)
40.7224774,-73.9974188,POINT (-73.9974188 40.7224774)
40.7221032,-73.9968123,POINT (-73.9968123 40.7221032)
40.7222255,-73.9967904,POINT (-73.9967904 40.7222255)
40.7185261,-74.0008493,POINT (-74.0008493 40.7185261)
40.7186913,-74.0007097,POINT (-74.0007097 40.7186913)
40.7186253,-74.0006026,POINT (-74.0006026 40.7186253)
40.718197,-74.000388,POINT (-74.000388 40.718197)
40.7181392,-74.0003139,POINT (-74.0003139 40.7181392)
40.7183418,-74.00023,POINT (-74.00023 40.7183418)
40.7182795,-74.0001254,POINT (-74.0001254 40.7182795)
40.7118958,-74.0051917,POINT (-74.0051917 40.7118958)
40.7118104,-74.005035,POINT (-74.005035 40.7118104)
40.7126808,-74.0050245,POINT (-74.0050245 40.7126808)
40.712882,-74.0047881,POINT (-74.0047881 40.712882)
40.7123823,-74.0043668,POINT (-74.0043668 40.7123823)
40.713846,-74.0038595,POINT (-74.0038595 40.713846)
40.7139166,-74.0036413,POINT (-74.0036413 40.7139166)
40.7127938,-74.0049162,POINT (-74.0049162 40.7127938)
40.7111328,-74.0094053,POINT (-74.0094053 40.7111328)
40.7109577,-74.0093805,POINT (-74.0093805 40.7109577)
40.7110324,-74.0091906,POINT (-74.0091906 40.7110324)
40.710165,-74.009182,POINT (-74.009182 40.710165)
40.7096991,-74.0099921,POINT (-74.0099921 40.7096991)
40.7097799,-74.0102942,POINT (-74.0102942 40.7097799)
40.7104593,-74.0092735,POINT (-74.0092735 40.7104593)
40.7107493,-74.0090283,POINT (-74.0090283 40.7107493)
40.7107448,-74.0089504,POINT (-74.0089504 40.7107448)
40.71056,-74.0085957,POINT (-74.0085957 40.71056)
40.7103857,-74.0096861,POINT (-74.0096861 40.7103857)
40.7072875,-74.012239,POINT (-74.012239 40.7072875)
40.7074302,-74.012129,POINT (-74.012129 40.7074302)
40.7072321,-74.0120005,POINT (-74.0120005 40.7072321)
40.7076063,-74.0119486,POINT (-74.0119486 40.7076063)
40.7076363,-74.0119246,POINT (-74.0119246 40.7076363)
40.7075058,-74.0117912,POINT (-74.0117912 40.7075058)
40.7075602,-74.0117429,POINT (-74.0117429 40.7075602)
40.7084833,-74.0112799,POINT (-74.0112799 40.7084833)
40.708035,-74.010665,POINT (-74.010665 40.708035)
40.7080774,-74.0097526,POINT (-74.0097526 40.7080774)
40.7048374,-74.0145964,POINT (-74.0145964 40.7048374)
40.704157,-74.014509,POINT (-74.014509 40.704157)
40.7048029,-74.0144281,POINT (-74.0144281 40.7048029)
40.7046839,-74.0139298,POINT (-74.0139298 40.7046839)
40.7046471,-74.0135005,POINT (-74.0135005 40.7046471)
40.7040496,-74.0145537,POINT (-74.0145537 40.7040496)
40.7561767,-73.9863927,POINT (-73.9863927 40.7561767)
40.7561022,-73.9864587,POINT (-73.9864587 40.7561022)
40.752846,-73.979798,POINT (-73.979798 40.752846)
40.7530781,-73.9795699,POINT (-73.9795699 40.7530781)
40.7521574,-73.9781845,POINT (-73.9781845 40.7521574)
40.7522602,-73.9783584,POINT (-73.9783584 40.7522602)
40.7530377,-73.978068,POINT (-73.978068 40.7530377)
40.753162,-73.9782205,POINT (-73.9782205 40.753162)
40.7527444,-73.9786948,POINT (-73.9786948 40.7527444)
40.752514,-73.977977,POINT (-73.977977 40.752514)
40.6768128,-73.8654636,POINT (-73.8654636 40.6768128)
40.6793842,-73.8603012,POINT (-73.8603012 40.6793842)
40.6792308,-73.8603011,POINT (-73.8603011 40.6792308)
40.6795285,-73.8579979,POINT (-73.8579979 40.6795285)
40.6793664,-73.857978,POINT (-73.857978 40.6793664)
40.6800052,-73.8504319,POINT (-73.8504319 40.6800052)
40.679839,-73.8504132,POINT (-73.8504132 40.679839)
40.6803312,-73.8451644,POINT (-73.8451644 40.6803312)
40.6801766,-73.845147,POINT (-73.845147 40.6801766)
40.6807663,-73.8425832,POINT (-73.8425832 40.6807663)
40.6806204,-73.8425312,POINT (-73.8425312 40.6806204)
40.6821514,-73.8368413,POINT (-73.8368413 40.6821514)
40.682034,-73.8367572,POINT (-73.8367572 40.682034)
40.6813287,-73.838868,POINT (-73.838868 40.6813287)
40.6814751,-73.8389172,POINT (-73.8389172 40.6814751)
40.684111,-73.832889,POINT (-73.832889 40.684111)
40.6839854,-73.8328351,POINT (-73.8328351 40.6839854)
40.684892,-73.8309535,POINT (-73.8309535 40.684892)
40.6847601,-73.8308779,POINT (-73.8308779 40.6847601)
40.68589,-73.827081,POINT (-73.827081 40.68589)
40.6857503,-73.8270487,POINT (-73.8270487 40.6857503)
40.6862522,-73.8243646,POINT (-73.8243646 40.6862522)
40.6861196,-73.8243035,POINT (-73.8243035 40.6861196)
40.6862264,-73.8245399,POINT (-73.8245399 40.6862264)
40.7122137,-73.8892288,POINT (-73.8892288 40.7122137)
40.7060033,-73.8965041,POINT (-73.8965041 40.7060033)
40.7062104,-73.8955923,POINT (-73.8955923 40.7062104)
40.7061721,-73.895749,POINT (-73.895749 40.7061721)
40.704443,-73.902389,POINT (-73.902389 40.704443)
40.7047753,-73.9022333,POINT (-73.9022333 40.7047753)
40.702856,-73.907898,POINT (-73.907898 40.702856)
40.7027905,-73.9075098,POINT (-73.9075098 40.7027905)
40.6989325,-73.918769,POINT (-73.918769 40.6989325)
40.698717,-73.918655,POINT (-73.918655 40.698717)
40.697887,-73.926505,POINT (-73.926505 40.697887)
40.6980504,-73.9263066,POINT (-73.9263066 40.6980504)
40.6681787,-73.950866,POINT (-73.950866 40.6681787)
40.6681618,-73.9504553,POINT (-73.9504553 40.6681618)
40.6633164,-73.9510467,POINT (-73.9510467 40.6633164)
40.6632311,-73.9506626,POINT (-73.9506626 40.6632311)
40.656171,-73.950346,POINT (-73.950346 40.656171)
40.6571982,-73.9499807,POINT (-73.9499807 40.6571982)
40.6509067,-73.9498197,POINT (-73.9498197 40.6509067)
40.6507405,-73.9497579,POINT (-73.9497579 40.6507405)
40.6509756,-73.9497267,POINT (-73.9497267 40.6509756)
40.6506189,-73.9496863,POINT (-73.9496863 40.6506189)
40.6506527,-73.9494277,POINT (-73.9494277 40.6506527)
40.6509276,-73.9494175,POINT (-73.9494175 40.6509276)
40.650748,-73.949384,POINT (-73.949384 40.650748)
40.6450334,-73.9492515,POINT (-73.9492515 40.6450334)
40.6450635,-73.9486637,POINT (-73.9486637 40.6450635)
40.6398937,-73.9486759,POINT (-73.9486759 40.6398937)
40.640743,-73.948597,POINT (-73.948597 40.640743)
40.6399281,-73.948163,POINT (-73.948163 40.6399281)
40.6332807,-73.9479297,POINT (-73.9479297 40.6332807)
40.6333082,-73.9478373,POINT (-73.9478373 40.6333082)
40.6318572,-73.9476667,POINT (-73.9476667 40.6318572)
40.632869,-73.9475376,POINT (-73.9475376 40.632869)
40.632463,-73.947518,POINT (-73.947518 40.632463)
40.6323382,-73.9474844,POINT (-73.9474844 40.6323382)
40.632359,-73.947389,POINT (-73.947389 40.632359)
40.6327597,-73.9473784,POINT (-73.9473784 40.6327597)
40.852803,-73.827195,POINT (-73.827195 40.852803)
40.853012,-73.827172,POINT (-73.827172 40.853012)
40.852824,-73.827035,POINT (-73.827035 40.852824)
40.853041,-73.826991,POINT (-73.826991 40.853041)
40.8523973,-73.8259847,POINT (-73.8259847 40.8523973)
40.846891,-73.832639,POINT (-73.832639 40.846891)
40.8468193,-73.832403,POINT (-73.832403 40.8468193)
40.847185,-73.832264,POINT (-73.832264 40.847185)
40.843609,-73.836478,POINT (-73.836478 40.843609)
40.843935,-73.836386,POINT (-73.836386 40.843935)
40.840128,-73.842875,POINT (-73.842875 40.840128)
40.8366399,-73.8467133,POINT (-73.8467133 40.8366399)
40.836954,-73.846653,POINT (-73.846653 40.836954)
40.834093,-73.851857,POINT (-73.851857 40.834093)
40.834321,-73.85144,POINT (-73.85144 40.834321)
40.8332372,-73.8608907,POINT (-73.8608907 40.8332372)
40.8331448,-73.8610722,POINT (-73.8610722 40.8331448)
40.8314802,-73.8674288,POINT (-73.8674288 40.8314802)
40.831765,-73.867078,POINT (-73.867078 40.831765)
40.829517,-73.87486,POINT (-73.87486 40.829517)
40.8293598,-73.8747982,POINT (-73.8747982 40.8293598)
40.829641,-73.874447,POINT (-73.874447 40.829641)
40.82846,-73.879362,POINT (-73.879362 40.82846)
40.828688,-73.879018,POINT (-73.879018 40.828688)
40.827298,-73.886256,POINT (-73.886256 40.827298)
40.827295,-73.886082,POINT (-73.886082 40.827295)
40.820614,-73.891519,POINT (-73.891519 40.820614)
40.820591,-73.890836,POINT (-73.890836 40.820591)
40.820819,-73.890442,POINT (-73.890442 40.820819)
40.8206647,-73.8909463,POINT (-73.8909463 40.8206647)
40.8163303,-73.8964885,POINT (-73.8964885 40.8163303)
40.8165528,-73.8963309,POINT (-73.8963309 40.8165528)
40.816137,-73.896133,POINT (-73.896133 40.816137)
40.8164037,-73.8959924,POINT (-73.8959924 40.8164037)
40.8123603,-73.9041644,POINT (-73.9041644 40.8123603)
40.8119099,-73.9041573,POINT (-73.9041573 40.8119099)
40.812389,-73.9037836,POINT (-73.9037836 40.812389)
40.8119579,-73.9037523,POINT (-73.9037523 40.8119579)
40.8123107,-73.9038466,POINT (-73.9038466 40.8123107)
40.8118665,-73.904051,POINT (-73.904051 40.8118665)
40.8080597,-73.9080761,POINT (-73.9080761 40.8080597)
40.8080186,-73.9077431,POINT (-73.9077431 40.8080186)
40.8083698,-73.9076202,POINT (-73.9076202 40.8083698)
40.8083258,-73.9080056,POINT (-73.9080056 40.8083258)
40.8052005,-73.9139656,POINT (-73.9139656 40.8052005)
40.8050474,-73.9134955,POINT (-73.9134955 40.8050474)
40.8052424,-73.9133662,POINT (-73.9133662 40.8052424)
40.8051614,-73.9131761,POINT (-73.9131761 40.8051614)
40.807467,-73.919448,POINT (-73.919448 40.807467)
40.8077634,-73.9193394,POINT (-73.9193394 40.8077634)
40.8073939,-73.9192355,POINT (-73.9192355 40.8073939)
40.807591,-73.9189252,POINT (-73.9189252 40.807591)
40.810712,-73.92705,POINT (-73.92705 40.810712)
40.810638,-73.926883,POINT (-73.926883 40.810638)
40.810837,-73.9266204,POINT (-73.9266204 40.810837)
40.810102,-73.925641,POINT (-73.925641 40.810102)
40.81035,-73.9254715,POINT (-73.9254715 40.81035)
40.810019,-73.925438,POINT (-73.925438 40.810019)
40.8102718,-73.9252869,POINT (-73.9252869 40.8102718)
40.7016719,-73.8024947,POINT (-73.8024947 40.7016719)
40.702234,-73.801859,POINT (-73.801859 40.702234)
40.701874,-73.801747,POINT (-73.801747 40.701874)
40.7023237,-73.799995,POINT (-73.799995 40.7023237)
40.702821,-73.799843,POINT (-73.799843 40.702821)
40.7023632,-73.7998129,POINT (-73.7998129 40.7023632)
40.702674,-73.799786,POINT (-73.799786 40.702674)
40.7004005,-73.8079881,POINT (-73.8079881 40.7004005)
40.70081,-73.807923,POINT (-73.807923 40.70081)
40.7008883,-73.8076763,POINT (-73.8076763 40.7008883)
40.7005696,-73.807384,POINT (-73.807384 40.7005696)
40.7001566,-73.807713,POINT (-73.807713 40.7001566)
40.7001701,-73.8078539,POINT (-73.8078539 40.7001701)
40.7027553,-73.8172816,POINT (-73.8172816 40.7027553)
40.7012544,-73.8165827,POINT (-73.8165827 40.7012544)
40.7013128,-73.8164043,POINT (-73.8164043 40.7013128)
40.712483,-73.785064,POINT (-73.785064 40.712483)
40.7122699,-73.7849066,POINT (-73.7849066 40.7122699)
40.7125933,-73.7846601,POINT (-73.7846601 40.7125933)
40.7122714,-73.7844702,POINT (-73.7844702 40.7122714)
40.7126548,-73.7844166,POINT (-73.7844166 40.7126548)
40.7123248,-73.7842839,POINT (-73.7842839 40.7123248)
40.7125485,-73.783397,POINT (-73.783397 40.7125485)
40.7126116,-73.7833764,POINT (-73.7833764 40.7126116)
40.71291,-73.7833555,POINT (-73.7833555 40.71291)
40.71266,-73.7832674,POINT (-73.7832674 40.71266)
40.7129497,-73.7831855,POINT (-73.7831855 40.7129497)
40.7127179,-73.7830294,POINT (-73.7830294 40.7127179)
40.7127313,-73.7826424,POINT (-73.7826424 40.7127313)
40.7131496,-73.7826376,POINT (-73.7826376 40.7131496)
40.7128667,-73.7823966,POINT (-73.7823966 40.7128667)
40.713207,-73.782119,POINT (-73.782119 40.713207)
40.7101668,-73.7949132,POINT (-73.7949132 40.7101668)
40.710184,-73.79473,POINT (-73.79473 40.710184)
40.7098175,-73.7947039,POINT (-73.7947039 40.7098175)
40.7098676,-73.7945644,POINT (-73.7945644 40.7098676)
40.7108497,-73.793255,POINT (-73.793255 40.7108497)
40.710495,-73.793022,POINT (-73.793022 40.710495)
40.7105686,-73.792847,POINT (-73.792847 40.7105686)
40.7109796,-73.7927502,POINT (-73.7927502 40.7109796)
40.707063,-73.80462,POINT (-73.80462 40.707063)
40.7073746,-73.804498,POINT (-73.804498 40.7073746)
40.7070783,-73.8043305,POINT (-73.8043305 40.7070783)
40.707873,-73.802999,POINT (-73.802999 40.707873)
40.7074593,-73.8027967,POINT (-73.8027967 40.7074593)
40.7075757,-73.8026083,POINT (-73.8026083 40.7075757)
40.7049172,-73.8119582,POINT (-73.8119582 40.7049172)
40.7053554,-73.8118592,POINT (-73.8118592 40.7053554)
40.7055478,-73.8097128,POINT (-73.8097128 40.7055478)
40.7059521,-73.8094924,POINT (-73.8094924 40.7059521)
40.7056003,-73.8094861,POINT (-73.8094861 40.7056003)
40.7089519,-73.8201774,POINT (-73.8201774 40.7089519)
40.708068,-73.820111,POINT (-73.820111 40.708068)
40.7097309,-73.8196621,POINT (-73.8196621 40.7097309)
40.7096673,-73.8195203,POINT (-73.8195203 40.7096673)
40.714673,-73.832151,POINT (-73.832151 40.714673)
40.7150297,-73.8316169,POINT (-73.8316169 40.7150297)
40.7149405,-73.8314989,POINT (-73.8314989 40.7149405)
40.71403,-73.8311684,POINT (-73.8311684 40.71403)
40.7139917,-73.8310705,POINT (-73.8310705 40.7139917)
40.7136754,-73.8300189,POINT (-73.8300189 40.7136754)
40.714086,-73.8299169,POINT (-73.8299169 40.714086)
40.7186225,-73.8382901,POINT (-73.8382901 40.7186225)
40.7190791,-73.8379215,POINT (-73.8379215 40.7190791)
40.7178395,-73.8366252,POINT (-73.8366252 40.7178395)
40.7222806,-73.8451532,POINT (-73.8451532 40.7222806)
40.7214409,-73.8446489,POINT (-73.8446489 40.7214409)
40.7219292,-73.8443539,POINT (-73.8443539 40.7219292)
40.7211156,-73.8440429,POINT (-73.8440429 40.7211156)
40.7215033,-73.8433902,POINT (-73.8433902 40.7215033)
40.7215053,-73.8447892,POINT (-73.8447892 40.7215053)
40.7266187,-73.8535368,POINT (-73.8535368 40.7266187)
40.7270916,-73.8532292,POINT (-73.8532292 40.7270916)
40.7260625,-73.8522056,POINT (-73.8522056 40.7260625)
40.7263812,-73.8515894,POINT (-73.8515894 40.7263812)
40.729967,-73.8627461,POINT (-73.8627461 40.729967)
40.7304474,-73.8624072,POINT (-73.8624072 40.7304474)
40.7296038,-73.8617722,POINT (-73.8617722 40.7296038)
40.7300482,-73.8613337,POINT (-73.8613337 40.7300482)
40.729265,-73.860814,POINT (-73.860814 40.729265)
40.7297958,-73.8604841,POINT (-73.8604841 40.7297958)
40.7333737,-73.8709982,POINT (-73.8709982 40.7333737)
40.7330542,-73.8703315,POINT (-73.8703315 40.7330542)
40.7335882,-73.8696387,POINT (-73.8696387 40.7335882)
40.7332004,-73.8686017,POINT (-73.8686017 40.7332004)
